test/epoch,test/precision,test/Spearman's Rank Correlation (Median),test/Spearman's Rank Correlation (Average),test/F1,test/rssd_absolute,test/mean_rssd,test/sum_rssd,num_cells,checkpoint_path,save_idx
499,0.2571841735721695,0.4612342897922319,0.367208680702043,0.2571841735721695,20.22115757000965,3.873225260292394,85.21095572643267,3851,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice280_0
499,0.2131096336620409,0.2813191598828217,0.2392193072809549,0.2131096336620409,10.051879178154596,1.5592400728519331,35.862521675594465,670,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice20_0
499,0.2779128282515769,0.4919825095017628,0.4058328696506446,0.2779128282515769,19.960004511204424,3.9072506121519583,85.95951346734309,4360,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice289_0
499,0.244518067843034,0.3923340530995404,0.2990308703027664,0.244518067843034,23.889224981642467,4.430650653605258,101.90496503292094,5180,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice109_0
499,0.250966147626376,0.4027405446520775,0.3229980209213905,0.250966147626376,23.80390915352561,4.339051528427158,99.79818515382463,4946,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice90_0
499,0.2656690794581587,0.4042584007661883,0.340251071173151,0.2656690794581587,15.895478421125707,2.557871331427494,58.83104062283236,2037,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice31_0
499,0.2673829215795781,0.4719521608955705,0.3494819499966669,0.2673829215795781,21.81638072122565,3.9468527569529184,90.77761340991712,5050,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice169_0
499,0.2922375325713585,0.5215261822966692,0.4034408296488532,0.2922375325713585,21.232668116104914,4.14345103183928,91.15592270046416,5047,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice229_0
499,0.2690126051186898,0.4529309939851202,0.3507816088621107,0.2690126051186898,23.825375486386395,4.364926177661796,100.39330208622133,5235,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice99_0
499,0.2592222544282984,0.4438677146572829,0.3557667591298124,0.2592222544282984,20.50011468520643,3.675341885858913,84.53286337475501,3870,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice79_0
499,0.268132875487463,0.4521219250715441,0.3795758322798149,0.268132875487463,21.58128005466597,4.174081188790088,91.82978615338192,4317,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice209_0
499,0.2700678899347046,0.5173582308174445,0.449179700546911,0.2700678899347046,19.02246262586965,3.663712246951003,80.60166943292207,4081,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice270_0
499,0.2786216711159415,0.5098591961091232,0.4447852430103729,0.2786216711159415,19.30897315008253,3.6840436067223634,81.048959347892,4052,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice249_0
499,0.2515738029726252,0.460049230087834,0.383136418115595,0.2515738029726252,17.15753087935697,3.3478729707276305,73.65320535600787,3564,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice261_0
499,0.2204413645081742,0.3522018206460233,0.3075112336863651,0.2204413645081742,21.23968806592113,4.027144870947222,88.59718716083887,4186,/nfs/team361/mv11/outputs/2025-08-22/11-06-41-MERFISH_mouse_cortex/checkpoints/epoch=499.ckpt,mouse2_slice139_0
